PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	ACITELLI, LK; ANTONUCCI, TC								GENDER DIFFERENCES IN THE LINK BETWEEN MARITAL SUPPORT AND SATISFACTION IN OLDER COUPLES								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				67	4			688	698		10.1037/0022-3514.67.4.688				OCT 1994	1994																			0022-3514			WOS:A1994PM01700012	7965614	
J	Ames, DR								Inside the mind reader's tool kit: Projection and stereotyping in mental state inference								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				87	3			340	353		10.1037/0022-3514.87.3.340				SEP 2004	2004																			0022-3514	1939-1315		WOS:000223704400004	15382984	
J	ANTONUCCI, TC; AKIYAMA, H								AN EXAMINATION OF SEX-DIFFERENCES IN SOCIAL SUPPORT AMONG OLDER MEN AND WOMEN								SEX ROLES				17	11-12			737	749		10.1007/BF00287685				DEC 1987	1987																			0360-0025			WOS:A1987L772300008		
J	ASHTON, WA; FUEHRER, A								EFFECTS OF GENDER AND GENDER-ROLE IDENTIFICATION OF PARTICIPANT AND TYPE OF SOCIAL SUPPORT RESOURCE ON SUPPORT SEEKING								SEX ROLES				28	7-8			461	476		10.1007/BF00289608				APR 1993	1993																			0360-0025	1573-2762		WOS:A1993LG88700007		
J	Barry, Robin A.; Bunde, Mali; Brock, Rebecca L.; Lawrence, Erika				Brock, Rebecca/L-4570-2013	Brock, Rebecca/0000-0001-7826-6421			Validity and Utility of a Multidimensional Model of Received Support in Intimate Relationships								JOURNAL OF FAMILY PSYCHOLOGY				23	1			48	57		10.1037/a0014174				FEB 2009	2009																			0893-3200	1939-1293		WOS:000263275300006	19203159	
J	BEM, SL								UTILITY OF ALTERNATIVE PROCEDURES FOR ASSESSING PSYCHOLOGICAL ANDROGYNY								JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY				45	2			196	205		10.1037//0022-006X.45.2.196				1977	1977																			0022-006X	1939-2117		WOS:A1977DA17700007	850004	
J	Blashill, Aaron J.; Powlishta, Kimberly K.					Blashill, Aaron/0000-0002-4727-3888			Gay Stereotypes: The Use of Sexual Orientation as a Cue for Gender-Related Attributes								SEX ROLES				61	11-12			783	793		10.1007/s11199-009-9684-7				DEC 2009	2009																			0360-0025			WOS:000271751900005		
J	Brock, Rebecca L.; Lawrence, Erika				Brock, Rebecca/L-4570-2013	Brock, Rebecca/0000-0001-7826-6421			Too Much of a Good Thing: Underprovision Versus Overprovision of Partner Support								JOURNAL OF FAMILY PSYCHOLOGY				23	2			181	192		10.1037/a0015402				APR 2009	2009						42nd Annual Convention of the Association-for-Behavioral-and-Cognitive-Therapies42nd Annual Convention of the Association-for-Behavioral-and-Cognitive-Therapies	NOV 13-16, 2008NOV 13-16, 2008	Assoc Behav & Cognit TherapiesAssoc Behav & Cognit Therapies	Orlando, FLOrlando, FL										0893-3200			WOS:000265168700006	19364212	
J	BURDA, PC; VAUX, A; SCHILL, T								SOCIAL SUPPORT RESOURCES - VARIATION ACROSS SEX AND SEX-ROLE								PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN				10	1			119	126		10.1177/0146167284101014				1984	1984																			0146-1672			WOS:A1984SN39800013		
J	Cutrona, Carolyn E.; Shaffer, Philip A.; Wesner, Kristin A.; Gardner, Kelli A.				Cutrona, Carolyn E/A-4870-2013				Optimally matching support and perceived spousal sensitivity								JOURNAL OF FAMILY PSYCHOLOGY				21	4			754	758		10.1037/0893-3200.21.4.754				DEC 2007	2007																			0893-3200			WOS:000251771100021	18179347	
