PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Alterman, AI; McDermott, PA; Cacciola, JS; Rutherford, MJ								Latent structure of the Davis Interpersonal Reactivity Index in methadone maintenance patients								JOURNAL OF PSYCHOPATHOLOGY AND BEHAVIORAL ASSESSMENT				25	4			257	265		10.1023/A:1025936213110				DEC 2003	2003																			0882-2689			WOS:000185539100005		
J	Baron-Cohen, S; Wheelwright, S					Wheelwright, Sally/0000-0003-0657-2483			The empathy quotient: An investigation of adults with Asperger syndrome or high functioning autism, and normal sex differences								JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS				34	2			163	175		10.1023/B:JADD.0000022607.19833.00				APR 2004	2004																			0162-3257			WOS:000220600700007	15162935	
J	BONTEMPO, R								TRANSLATION FIDELITY OF PSYCHOLOGICAL SCALES - AN ITEM RESPONSE THEORY ANALYSIS OF AN INDIVIDUALISM-COLLECTIVISM SCALE								JOURNAL OF CROSS-CULTURAL PSYCHOLOGY				24	2			149	166		10.1177/0022022193242002				JUN 1993	1993																			0022-0221			WOS:A1993LD70400002		
J	Bozdogan, H								Akaike's information criterion and recent developments in information complexity								JOURNAL OF MATHEMATICAL PSYCHOLOGY				44	1			62	91		10.1006/jmps.1999.1277				MAR 2000	2000																			0022-2496	1096-0880		WOS:000086302700005	10733858	
J	CAREY, JC; FOX, EA; SPRAGGINS, EF								REPLICATION OF STRUCTURE FINDINGS REGARDING THE INTERPERSONAL REACTIVITY INDEX								MEASUREMENT AND EVALUATION IN COUNSELING AND DEVELOPMENT				21	3			102	105		10.1080/07481756.1988.12022890				OCT 1988	1988																			0748-1756			WOS:A1988Q272700002		
J	Charbonneau, D; Nicol, AAM				Nicol, Adelheid/AAY-9453-2020	Nicol, Adelheid/0000-0003-0958-4586			Emotional intelligence and prosocial behaviors in adolescents								PSYCHOLOGICAL REPORTS				90	2			361	370		10.2466/PR0.90.2.361-370				APR 2002	2002																			0033-2941	1558-691X		WOS:000175780600003	12061571	
J	Cliffordson, C					Cliffordson, Christina/0000-0002-4722-009X			Parents' judgments and students' self-judgments of empathy - The structure of empathy and agreement of judgments based on the Interpersonal Reactivity Index (IRI)								EUROPEAN JOURNAL OF PSYCHOLOGICAL ASSESSMENT				17	1			36	47		10.1027//1015-5759.17.1.36				2001	2001																			1015-5759	2151-2426		WOS:000177291800004		
J	Cliffordson, C				Girault, Johann/B-2430-2012	Cliffordson, Christina/0000-0002-4722-009X			The hierarchical structure of empathy: Dimensional organization and relations to social functioning								SCANDINAVIAN JOURNAL OF PSYCHOLOGY				43	1			49	59		10.1111/1467-9450.00268				FEB 2002	2002																			0036-5564			WOS:000174044100006	11885760	
J	COHEN, J				Van Mulken, Margot/J-3567-2012; Kennedy, Kristen M/B-4699-2008; Rathbun, Paige/AAZ-3396-2020	Kennedy, Kristen M/0000-0001-5373-9026; 			A POWER PRIMER								PSYCHOLOGICAL BULLETIN				112	1			155	159		10.1037/0033-2909.112.1.155				JUL 1992	1992																			0033-2909			WOS:A1992JB40500008	19565683	
J	COSTA, PT; MCCRAE, RR				Costa, Paul/AAH-6594-2019	Costa, Paul/0000-0003-4375-1712			THE 5-FACTOR MODEL OF PERSONALITY AND ITS RELEVANCE TO PERSONALITY-DISORDERS								JOURNAL OF PERSONALITY DISORDERS				6	4			343	359		10.1521/pedi.1992.6.4.343				WIN 1992	1992						WORKSHOP ON REASSESSING PERSONALITY DISORDERS CONSTRUCTSWORKSHOP ON REASSESSING PERSONALITY DISORDERS CONSTRUCTS	MAR, 1991MAR, 1991	NIMHNIMH	NEW YORK, NYNEW YORK, NY										0885-579X			WOS:A1992KG28000006		
J	COSTA, PT; MCCRAE, RR; DYE, DA				Costa, Paul/AAH-6594-2019	Costa, Paul/0000-0003-4375-1712			FACET SCALES FOR AGREEABLENESS AND CONSCIENTIOUSNESS - A REVISION OF THE NEO PERSONALITY-INVENTORY								PERSONALITY AND INDIVIDUAL DIFFERENCES				12	9			887	898		10.1016/0191-8869(91)90177-D				1991	1991						1991 MIDWINTER MEETING OF THE SOC FOR PERSONALITY ASSESSMENT1991 MIDWINTER MEETING OF THE SOC FOR PERSONALITY ASSESSMENT	MAR 07-09, 1991MAR 07-09, 1991	SOC PERSONAL ASSESSMENTSOC PERSONAL ASSESSMENT	NEW ORLEANS, LANEW ORLEANS, LA										0191-8869			WOS:A1991GD15900005		
J	DAVIS, MH								MEASURING INDIVIDUAL-DIFFERENCES IN EMPATHY - EVIDENCE FOR A MULTIDIMENSIONAL APPROACH								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				44	1			113	126		10.1037/0022-3514.44.1.113				1983	1983																			0022-3514			WOS:A1983PY32000010		
J	DAVIS, MH; FRANZOI, SL								STABILITY AND CHANGE IN ADOLESCENT SELF-CONSCIOUSNESS AND EMPATHY								JOURNAL OF RESEARCH IN PERSONALITY				25	1			70	87		10.1016/0092-6566(91)90006-C				MAR 1991	1991																			0092-6566			WOS:A1991EY04800005		
J	del Barrio, V; Aluja, A; Garcia, LF				Garcia, Luis/A-2330-2008; Aluja, Anton/A-7588-2008; del Barrio, Victoria/A-5911-2009	Garcia, Luis/0000-0001-6330-0535; Aluja, Anton/0000-0002-7865-0287; del Barrio, Victoria/0000-0003-1629-9011			Relationship between empathy and the Big Five personality traits in a sample of Spanish adolescents								SOCIAL BEHAVIOR AND PERSONALITY				32	7			677	681						2004	2004																			0301-2212	1179-6391		WOS:000224653500008		
J	EISENBERG, N; MILLER, PA								THE RELATION OF EMPATHY TO PRO-SOCIAL AND RELATED BEHAVIORS								PSYCHOLOGICAL BULLETIN				101	1			91	119		10.1037/0033-2909.101.1.91				JAN 1987	1987																			0033-2909			WOS:A1987F724700005	3562705	
J	Frary, RB								Higher validity in the face of lower reliability: Another look								APPLIED MEASUREMENT IN EDUCATION				13	3			249	253		10.1207/S15324818AME1303_2				2000	2000																			0895-7347			WOS:000087920000002		
J	Furnham, A; Forde, L; Cotter, T								Personality and intelligence								PERSONALITY AND INDIVIDUAL DIFFERENCES				24	2			187	192		10.1016/S0191-8869(97)00169-4				FEB 1998	1998																			0191-8869			WOS:000072682300007		
J	Goldman, AI								Can science know when you 're conscious? Epistemological foundations of consciousness research								JOURNAL OF CONSCIOUSNESS STUDIES				7	5			3	22						MAY 2000	2000																			1355-8250			WOS:000090023600001		
J	Hojat, M; Gonnella, JS; Mangione, S; Nasca, TJ; Veloski, JJ; Erdmann, JB; Callahan, CA; Magee, M								Empathy in medical students as related to academic performance, clinical competence and gender								MEDICAL EDUCATION				36	6			522	527		10.1046/j.1365-2923.2002.01234.x				JUN 2002	2002																			0308-0110			WOS:000175907500008	12047665	
J	Hu, Li-tze; Bentler, Peter M.				Rathbun, Paige/AAZ-3396-2020; Yi, Jaehee/A-2731-2010; Meierer, Markus J./C-6234-2008	Nedanov, Aleksandar/0000-0002-4238-9275			Cutoff Criteria for Fit Indexes in Covariance Structure Analysis: Conventional Criteria Versus New Alternatives								STRUCTURAL EQUATION MODELING-A MULTIDISCIPLINARY JOURNAL				6	1			1	55		10.1080/10705519909540118				1999	1999																			1070-5511	1532-8007		WOS:000208063500001		
J	Kerem, E; Fishman, N; Josselson, R				Girault, Johann/B-2430-2012				The experience of empathy in everyday relationships: Cognitive and affective elements								JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS				18	5			709	729		10.1177/0265407501185008				OCT 2001	2001																			0265-4075			WOS:000172085400008		
J	KOSEK, RB								MEASURING PROSOCIAL BEHAVIOR OF COLLEGE-STUDENTS								PSYCHOLOGICAL REPORTS				77	3			739	742		10.2466/pr0.1995.77.3.739				DEC 1995	1995																			0033-2941			WOS:A1995TJ03700006		
J	Laible, DJ; Carlo, G; Roesch, SC				Carlo, Gustavo/AAN-6177-2020	Carlo, Gustavo/0000-0002-4967-241X			Pathways to self-esteem in late adolescence: the role of parent and peer attachment, empathy, and social behaviours								JOURNAL OF ADOLESCENCE				27	6			703	716		10.1016/j.adolescence.2004.05.005				DEC 2004	2004																			0140-1971	1095-9254		WOS:000225625200008	15561312	
J	Lawrence, EJ; Shaw, P; Baker, D; Baron-Cohen, S; David, AS				David, Anthony S/C-1315-2011; David, Anthony/O-1750-2019; Shaw, Philip/A-1129-2008	David, Anthony S/0000-0003-0967-774X; David, Anthony/0000-0003-0967-774X; Shaw, Philip/0000-0002-1313-2526			Measuring empathy: reliability and validity of the Empathy Quotient								PSYCHOLOGICAL MEDICINE				34	5			911	919		10.1017/S0033291703001624				JUL 2004	2004																			0033-2917	1469-8978		WOS:000223139500015	15500311	
J	LitvackMiller, W; McDougall, D; Romney, DM								The structure of empathy during middle childhood and its relationship to prosocial behavior								GENETIC SOCIAL AND GENERAL PSYCHOLOGY MONOGRAPHS				123	3			303	324						AUG 1997	1997																			8756-7547			WOS:A1997XP84600003	9259121	
J	LORENZ, FO; CONGER, RD; SIMON, RL; WHITBECK, LB; ELDER, GH								ECONOMIC PRESSURE AND MARITAL QUALITY - AN ILLUSTRATION OF THE METHOD VARIANCE PROBLEM IN THE CAUSAL-MODELING OF FAMILY PROCESSES								JOURNAL OF MARRIAGE AND THE FAMILY				53	2			375	388		10.2307/352906				MAY 1991	1991																			0022-2445			WOS:A1991FN19900010		
J	MACCALLUM, RC; ROZNOWSKI, M; NECOWITZ, LB								MODEL MODIFICATIONS IN COVARIANCE STRUCTURE-ANALYSIS - THE PROBLEM OF CAPITALIZATION ON CHANCE								PSYCHOLOGICAL BULLETIN				111	3			490	504		10.1037/0033-2909.111.3.490				MAY 1992	1992																			0033-2909	1939-1455		WOS:A1992HR53000006	16250105	
J	MARSH, HW; HOCEVAR, D				Marsh, Herbert W/B-3134-2017	Marsh, Herbert W/0000-0002-1078-9717			APPLICATION OF CONFIRMATORY FACTOR-ANALYSIS TO THE STUDY OF SELF-CONCEPT - 1ST ORDER AND HIGHER-ORDER FACTOR MODELS AND THEIR INVARIANCE ACROSS GROUPS								PSYCHOLOGICAL BULLETIN				97	3			562	582		10.1037/0033-2909.97.3.562				1985	1985																			0033-2909	1939-1455		WOS:A1985AHF9400015		
J	MARSH, HW; BALLA, J				Marsh, Herbert W/B-3134-2017	Marsh, Herbert W/0000-0002-1078-9717			GOODNESS-OF-FIT IN CONFIRMATORY FACTOR-ANALYSIS - THE EFFECTS OF SAMPLE-SIZE AND MODEL PARSIMONY								QUALITY & QUANTITY				28	2			185	217		10.1007/BF01102761				MAY 1994	1994																			0033-5177	1573-7845		WOS:A1994NT30400005		
