PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	BENTLER, PM; BONETT, DG				Rathbun, Paige/AAZ-3396-2020				SIGNIFICANCE TESTS AND GOODNESS OF FIT IN THE ANALYSIS OF COVARIANCE-STRUCTURES								PSYCHOLOGICAL BULLETIN				88	3			588	606		10.1037/0033-2909.107.2.238				1980	1980																			0033-2909	1939-1455		WOS:A1980KQ56600003		
J	Chak, K; Leung, L				Leung, Louis/J-8113-2012	Leung, Louis/0000-0003-1622-8213			Shyness and locus of control as predictors of Internet addiction and Internet use								CYBERPSYCHOLOGY & BEHAVIOR				7	5			559	570		10.1089/1094931042403073				OCT 2004	2004																			1094-9313			WOS:000225030000008	15667051	
J	Chan, DW								Self-consciousness in Chinese college students in Hong Kong								PERSONALITY AND INDIVIDUAL DIFFERENCES				21	4			557	562		10.1016/0191-8869(96)00088-8				OCT 1996	1996																			0191-8869			WOS:A1996VJ66500010		
J	CHEEK, JM; BUSS, AH								SHYNESS AND SOCIABILITY								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				41	2			330	339		10.1037/0022-3514.41.2.330				1981	1981																			0022-3514			WOS:A1981MC94200012		
J	DAVIS, MH								MEASURING INDIVIDUAL-DIFFERENCES IN EMPATHY - EVIDENCE FOR A MULTIDIMENSIONAL APPROACH								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				44	1			113	126		10.1037/0022-3514.44.1.113				1983	1983																			0022-3514			WOS:A1983PY32000010		
J	FENIGSTEIN, A; SCHEIER, MF; BUSS, AH								PUBLIC AND PRIVATE SELF-CONSCIOUSNESS - ASSESSMENT AND THEORY								JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY				43	4			522	527		10.1037/h0076760				1975	1975																			0022-006X			WOS:A1975AL37500013		
J	Graziano, William G.; Habashi, Meara M.; Sheese, Brad E.; Tobin, Renee A.					Tobin, Renee/0000-0002-0224-6296			Agreeableness, empathy, and helping: A person X situation perspective								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				93	4			583	599		10.1037/0022-3514.93.4.583				OCT 2007	2007																			0022-3514	1939-1315		WOS:000249615000006	17892333	
J	Hu, LT; Bentler, PM				Meierer, Markus J./C-6234-2008	Nedanov, Aleksandar/0000-0002-4238-9275			Fit indices in covariance structure modeling: Sensitivity to underparameterized model misspecification								PSYCHOLOGICAL METHODS				3	4			424	453		10.1037/1082-989X.3.4.424				DEC 1998	1998																			1082-989X	1939-1463		WOS:000077640200003		
J	Huang, FQ								Curriculum reform in contemporary China: seven goals and six strategies								JOURNAL OF CURRICULUM STUDIES				36	1			101	115		10.1080/002202703200004742000174126				JAN-FEB 2004	2004																			0022-0272	1366-5839		WOS:000188530900005		
J	Jolliffe, D; Farrington, DP					Farrington, David/0000-0003-1312-2325; Jolliffe, Darrick/0000-0003-4590-6343			Empathy and offending: A systematic review and meta-analysis								AGGRESSION AND VIOLENT BEHAVIOR				9	5			441	476		10.1016/j.avb.2003.03.001				AUG 2004	2004																			1359-1789	1873-6335		WOS:000222895400001		
J	Martin, Colin R; Thompson, David R; Chan, Dominic S				Thompson, David/E-2431-2018	Thompson, David/0000-0001-8518-6307			An examination of the psychometric properties of the Rosenberg Self-Esteem Scale (RSES) in Chinese acute coronary syndrome (ACS) patients.								Psychology, health & medicine				11	4			507	21		10.1080/13548500500407367				2006-Nov	2006																			1354-8506			MEDLINE:17129926	17129926	
J	McCullough, ME; Rachal, KC; Sandage, SJ; Worthington, EL; Brown, SW; Hight, TL								Interpersonal forgiving in close relationships: II. Theoretical elaboration and measurement								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				75	6			1586	1603		10.1037/0022-3514.75.6.1586				DEC 1998	1998																			0022-3514	1939-1315		WOS:000077966600013	9914668	
J	PEART NA								[not available]								J JUST CARING ED				0005				00269	00269						1999	1999																						GCI:CTNG2012173001422034		
J	ROGERS, D; WEBB, J								THE ETHIC OF CARING IN TEACHER-EDUCATION								JOURNAL OF TEACHER EDUCATION				42	3			173	181		10.1177/002248719104200303				MAY-JUN 1991	1991																			0022-4871			WOS:A1991FZ01700002		
J	SCHEIER, MF; CARVER, CS				Carver, Charles S./F-6567-2011	carver, charles/0000-0002-3688-8545			THE SELF-CONSCIOUSNESS SCALE - A REVISED VERSION FOR USE WITH GENERAL POPULATIONS								JOURNAL OF APPLIED SOCIAL PSYCHOLOGY				15	8			687	699		10.1111/j.1559-1816.1985.tb02268.x				1985	1985																			0021-9029			WOS:A1985AXT3900001		
J	SHEK, DTL				Shek, Daniel T.L./N-9576-2014	Shek, Daniel T.L./0000-0003-3359-6229			ASSESSMENT OF PRIVATE AND PUBLIC SELF-CONSCIOUSNESS - A CHINESE REPLICATION								JOURNAL OF CLINICAL PSYCHOLOGY				50	3			341	348		10.1002/1097-4679(199405)50:3<341::AID-JCLP2270500305>3.0.CO;2-T				MAY 1994	1994																			0021-9762			WOS:A1994NQ78100004	8071439	
J	Siu, AMH; Shek, DTL				Siu, Andrew/D-9664-2012; Siu, Andrew/A-2449-2010; Shek, Daniel T.L./N-9576-2014; Siu, Andrew M. H./E-6239-2014	Shek, Daniel T.L./0000-0003-3359-6229; Siu, Andrew M. H./0000-0002-8117-2829			Validation of the interpersonal reactivity index in a Chinese context								RESEARCH ON SOCIAL WORK PRACTICE				15	2			118	126		10.1177/1049731504270384				MAR 2005	2005																			1049-7315	1552-7581		WOS:000226786200005		
J	Tettegah, Sharon; Anderson, Carolyn J.								Pre-service teachers' empathy and cognitions: Statistical analysis of text data by graphical models								CONTEMPORARY EDUCATIONAL PSYCHOLOGY				32	1			48	82		10.1016/j.cedpsych.2006.10.010				JAN 2007	2007																			0361-476X	1090-2384		WOS:000244671200004		
J	Wu, Chia-Huei				Wu, Chia-huei/M-8677-2015	Wu, Chia-huei/0000-0002-8011-6323			An Examination of the Wording Effect in the Rosenberg Self-Esteem Scale Among Culturally Chinese People								JOURNAL OF SOCIAL PSYCHOLOGY				148	5			535	551		10.3200/SOCP.148.5.535-552				OCT 2008	2008																			0022-4545	1940-1183		WOS:000260356400004	18958975	
J	Yang, J; McCrae, RR; Costa, PT; Dai, XY; Yao, SQ; Cai, TS; Gao, BL				Costa, Paul/AAH-6594-2019	Costa, Paul/0000-0003-4375-1712			Cross-cultural personality assessment in psychiatric populations: The NEO-PI-R in the People's Republic of China								PSYCHOLOGICAL ASSESSMENT				11	3			359	368		10.1037/1040-3590.11.3.359				SEP 1999	1999																			1040-3590			WOS:000082606300012		
