PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	BARNETT, PA; GOTLIB, IH								PSYCHOSOCIAL FUNCTIONING AND DEPRESSION - DISTINGUISHING AMONG ANTECEDENTS, CONCOMITANTS, AND CONSEQUENCES								PSYCHOLOGICAL BULLETIN				104	1			97	126		10.1037/0033-2909.104.1.97				JUL 1988	1988																			0033-2909	1939-1455		WOS:A1988P046000007	3043529	
J	BARRERA, M; SANDLER, IN; RAMSAY, TB								PRELIMINARY DEVELOPMENT OF A SCALE OF SOCIAL SUPPORT - STUDIES ON COLLEGE-STUDENTS								AMERICAN JOURNAL OF COMMUNITY PSYCHOLOGY				9	4			435	447		10.1007/BF00918174				1981	1981																			0091-0562	1573-2770		WOS:A1981NL84500006		
J	BARTHOLOMEW, K; HOROWITZ, LM								ATTACHMENT STYLES AMONG YOUNG-ADULTS - A TEST OF A 4-CATEGORY MODEL								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				61	2			226	244		10.1037/0022-3514.61.2.226				AUG 1991	1991																			0022-3514			WOS:A1991GA28000005	1920064	
J	BOLGER, N; ECKENRODE, J				Bolger, Niall/A-9934-2008; Bolger, Niall/Y-6435-2019	Bolger, Niall/0000-0001-8698-8117; Bolger, Niall/0000-0001-8698-8117			SOCIAL RELATIONSHIPS, PERSONALITY, AND ANXIETY DURING A MAJOR STRESSFUL EVENT								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				61	3			440	449		10.1037/0022-3514.61.3.440				SEP 1991	1991																			0022-3514			WOS:A1991GD39200009	1941515	
J	BRENNAN, KA; SHAVER, PR								DIMENSIONS OF ADULT ATTACHMENT, AFFECT REGULATION, AND ROMANTIC RELATIONSHIP FUNCTIONING								PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN				21	3			267	283		10.1177/0146167295213008				MAR 1995	1995																			0146-1672	1552-7433		WOS:A1995QH31200008		
J	Brock, DM; Sarason, IG; Sarason, BR; Pierce, GR								Simultaneous assessment of perceived global and relationship-specific support								JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS				13	1			143	152		10.1177/0265407596131008				FEB 1996	1996																			0265-4075			WOS:A1996TU65200008		
J	COHEN, CI; TERESI, J; HOLMES, D								SOCIAL NETWORKS, STRESS, AND PHYSICAL HEALTH - A LONGITUDINAL-STUDY OF AN INNER-CITY ELDERLY POPULATION								JOURNALS OF GERONTOLOGY				40	4			478	486		10.1093/geronj/40.4.478				1985	1985																			0022-1422			WOS:A1985ALY6100011	4008882	
J	COHEN, S; WILLS, TA				Culwell, M. Shaun/F-5156-2010				STRESS, SOCIAL SUPPORT, AND THE BUFFERING HYPOTHESIS								PSYCHOLOGICAL BULLETIN				98	2			310	357		10.1037/0033-2909.98.2.310				1985	1985																			0033-2909	1939-1455		WOS:A1985AQC4600006	3901065	
J	CUTRONA, CE				Cutrona, Carolyn E/A-4870-2013				RATINGS OF SOCIAL SUPPORT BY ADOLESCENTS AND ADULT INFORMANTS - DEGREE OF CORRESPONDENCE AND PREDICTION OF DEPRESSIVE SYMPTOMS								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				57	4			723	730		10.1037/0022-3514.57.4.723				OCT 1989	1989																			0022-3514			WOS:A1989AU48000015	2795439	
J	CUTRONA, CE				Cutrona, Carolyn E/A-4870-2013				OBJECTIVE DETERMINANTS OF PERCEIVED SOCIAL SUPPORT								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				50	2			349	355		10.1037/0022-3514.50.2.349				FEB 1986	1986																			0022-3514			WOS:A1986C109000014	3701582	
