PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Ames, DR								Strategies for social inference: A similarity contingency model of projection and stereotyping in attribute prevalence estimates								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				87	5			573	585		10.1037/0022-3514.87.5.573				NOV 2004	2004																			0022-3514	1939-1315		WOS:000224717400002	15535772	
J	Aquino, Karl; Reed, Americus, II; Thau, Stefan; Freeman, Dan								A grotesque and dark beauty: How moral identity and mechanisms of moral disengagement influence cognitive and emotional reactions to war								JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY				43	3			385	392		10.1016/j.jesp.2006.05.013				MAY 2007	2007																			0022-1031	1096-0465		WOS:000246229000005		
J	Batson, CD; Early, S; Salvarani, G								Perspective taking: Imagining how another feels versus imagining how you would feel								PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN				23	7			751	758		10.1177/0146167297237008				JUL 1997	1997																			0146-1672	1552-7433		WOS:A1997YD99700008		
J	Batson, CD; Sympson, SC; Hindman, JL; Decruz, P; Todd, RM; Weeks, JL; Jennings, G; Burris, CT								''I've been there, too'': Effect on empathy of prior experience with a need								PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN				22	5			474	482		10.1177/0146167296225005				MAY 1996	1996																			0146-1672			WOS:A1996UK02600005		
J	BETANCOURT, H								AN ATTRIBUTION-EMPATHY MODEL OF HELPING-BEHAVIOR - BEHAVIORAL INTENTIONS AND JUDGMENTS OF HELP-GIVING								PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN				16	3			573	591		10.1177/0146167290163015				SEP 1990	1990																			0146-1672	1552-7433		WOS:A1990DW32800015		
J	Caruso, Eugene M.								Use of experienced retrieval ease in self and social Judgments								JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY				44	1			148	155		10.1016/j.jesp.2006.11.003				JAN 2008	2008																			0022-1031			WOS:000253282100014		
J	COKE, JS; BATSON, CD; MCDAVIS, K								EMPATHIC MEDIATION OF HELPING - 2-STAGE MODEL								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				36	7			752	766		10.1037/0022-3514.36.7.752				1978	1978																			0022-3514			WOS:A1978FK38700009		
J	Davis, MH; Conklin, L; Smith, A; Luce, C								Effect of perspective taking on the cognitive representation of persons: A merging of self and other								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				70	4			713	726		10.1037/0022-3514.70.4.713				APR 1996	1996																			0022-3514			WOS:A1996UE80100005	8636894	
J	DAVIS, MH; OATHOUT, HA								MAINTENANCE OF SATISFACTION IN ROMANTIC RELATIONSHIPS - EMPATHY AND RELATIONAL COMPETENCE								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				53	2			397	410		10.1037/0022-3514.53.2.397				AUG 1987	1987																			0022-3514			WOS:A1987J614200020		
J	Davis, MH; Soderlund, T; Cole, J; Gadol, E; Kute, M; Myers, M; Weihing, J								Cognitions associated with attempts to empathize: How do we imagine the perspective of another?								PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN				30	12			1625	1635		10.1177/0146167204271183				DEC 2004	2004						Annual Meeting of the Society-for-Personality-and-Social-PsychologyAnnual Meeting of the Society-for-Personality-and-Social-Psychology	20002000	Soc Personal & Social PsycholSoc Personal & Social Psychol	NASHVILLE, TNNASHVILLE, TN										0146-1672			WOS:000225045700009	15536244	
J	DAVIS, MH; OATHOUT, HA								THE EFFECT OF DISPOSITIONAL EMPATHY ON ROMANTIC RELATIONSHIP BEHAVIORS - HETEROSOCIAL ANXIETY AS A MODERATING INFLUENCE								PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN				18	1			76	83		10.1177/0146167292181011				FEB 1992	1992																			0146-1672			WOS:A1992HC29000011		
J	El Leithy, Sharif; Brown, Gary P.; Robbins, Ian				Brown, Gary/L-4398-2019	Brown, Gary/0000-0002-8958-0229			Counterfactual thinking and posttraumatic stress reactions								JOURNAL OF ABNORMAL PSYCHOLOGY				115	3			629	635		10.1037/0021-843X.115.3.629				AUG 2006	2006																			0021-843X			WOS:000239369300025	16866604	
J	Epley, N; Keysar, B; Van Boven, L; Gilovich, T				VAN BOVEN, LEAF/AAA-3319-2019	VAN BOVEN, LEAF/0000-0003-4187-8779			Perspective taking as egocentric anchoring and adjustment								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				87	3			327	339		10.1037/0022-3514.87.3.327				SEP 2004	2004																			0022-3514			WOS:000223704400003	15382983	
J	Karniol, R								Egocentrism versus protocentrism: The status of self in social prediction								PSYCHOLOGICAL REVIEW				110	3			564	580		10.1037/0033-295X.110.3.564				JUL 2003	2003																			0033-295X	1939-1471		WOS:000184112000007	12885115	
J	Keller, C; Siegrist, M; Gutscher, H				Keller, Carmen/G-3546-2013; Siegrist, Michael/A-1032-2008; Gutscher, Heinz/C-1733-2008	Siegrist, Michael/0000-0002-6139-7190; 			The role of the affect and availability heuristics in risk communication								RISK ANALYSIS				26	3			631	639		10.1111/j.1539-6924.2006.00773.x				JUN 2006	2006																			0272-4332			WOS:000238442900010	16834623	
J	KENIG, S; RYAN, J								SEX-DIFFERENCES IN LEVELS OF TOLERANCE AND ATTRIBUTION OF BLAME FOR SEXUAL HARASSMENT ON A UNIVERSITY CAMPUS								SEX ROLES				15	9-10			535	549		10.1007/BF00288230				NOV 1986	1986																			0360-0025			WOS:A1986F309000007		
J	Kruger, J; Wirtz, D; Van Boven, L; Altermatt, TW				VAN BOVEN, LEAF/AAA-3319-2019	VAN BOVEN, LEAF/0000-0003-4187-8779; Wirtz, Derrick/0000-0003-4009-0875			The effort heuristic								JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY				40	1			91	98		10.1016/S0022-1031(03)00065-9				JAN 2004	2004						74th Annual Meeting of the Midwestern-Psychological-Association74th Annual Meeting of the Midwestern-Psychological-Association	MAY 02-04, 2002MAY 02-04, 2002	Midwestern Psychol AssocMidwestern Psychol Assoc	Chicago, ILChicago, IL										0022-1031	1096-0465		WOS:000187717100009		
J	LAZARUS, RS								THOUGHTS ON THE RELATIONS BETWEEN EMOTION AND COGNITION								AMERICAN PSYCHOLOGIST				37	9			1019	1024		10.1037/0003-066X.37.9.1019				1982	1982																			0003-066X			WOS:A1982PG14900005		
J	Mooradian, Todd A.; Davis, Mark; Matzler, Kurt				Matzler, Kurt/M-5994-2013	matzler, Kurt/0000-0002-3132-4388			Dispositional Empathy and the Hierarchical Structure of Personality								AMERICAN JOURNAL OF PSYCHOLOGY				124	1			99	109		10.5406/amerjpsyc.124.1.0099				JAN 2011	2011																			0002-9556			WOS:000288331600008	21506454	
J	Reed, A; Aquino, KF								Moral identity and the expanding circle of moral regard toward out-groups								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				84	6			1270	1286		10.1037/0022-3514.84.6.1270				JUN 2003	2003																			0022-3514			WOS:000183184600011	12793589	
J	Robbins, JM; Krueger, JI								Social projection to ingroups and outgroups: A review and meta-analysis								PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW				9	1			32	47		10.1207/s15327957pspr0901_3				2005	2005																			1088-8683	1532-7957		WOS:000227248800003	15745863	
J	SCHWARZ, N; BLESS, H; STRACK, F; KLUMPP, G; RITTENAUERSCHATKA, H; SIMONS, A				Schwarz, Norbert/B-3591-2008	Schwarz, Norbert/0000-0002-8868-7067			EASE OF RETRIEVAL AS INFORMATION - ANOTHER LOOK AT THE AVAILABILITY HEURISTIC								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				61	2			195	202		10.1037/0022-3514.61.2.195				AUG 1991	1991																			0022-3514			WOS:A1991GA28000002		
J	Smith, ER; DeCoster, J				Smith, Eliot R./J-7818-2019	DeCoster, Jamie/0000-0001-9751-6051			Dual-process models in social and cognitive psychology: Conceptual integration and links to underlying memory systems								PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW				4	2			108	131		10.1207/S15327957PSPR0402_01				2000	2000																			1088-8683	1532-7957		WOS:000087530000001		
J	Verhofstadt, Lesley L.; Buysse, Ann; Ickes, William; Davis, Mark; Devoldre, Inge								Support Provision in Marriage: The Role of Emotional Similarity and Empathic Accuracy								EMOTION				8	6			792	802		10.1037/a0013976				DEC 2008	2008																			1528-3542	1931-1516		WOS:000261678100006	19102590	
