PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	ALLEN, NJ; RUSHTON, JP					Allen, Natalie/0000-0002-9620-183X			PERSONALITY-CHARACTERISTICS OF COMMUNITY MENTAL-HEALTH VOLUNTEERS - A REVIEW								JOURNAL OF VOLUNTARY ACTION RESEARCH				12	1			36	49		10.1177/089976408301200106				1983	1983																			0094-0607			WOS:A1983QP09900003		
J	CIALDINI, RB; DARBY, BL; VINCENT, JE								TRANSGRESSION AND ALTRUISM - CASE FOR HEDONISM								JOURNAL OF EXPERIMENTAL PSYCHOLOGY				9	6			502	516		10.1016/0022-1031(73)90031-0				1973	1973																			0022-1015			WOS:A1973R338500003		
J	Clary, EG; Snyder, M; Ridge, RD; Copeland, J; Stukas, AA; Haugen, J; Miene, P					Stukas, Arthur/0000-0003-1006-0851			Understanding and assessing the motivations of volunteers: A functional approach								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				74	6			1516	1530		10.1037/0022-3514.74.6.1516				JUN 1998	1998																			0022-3514	1939-1315		WOS:000074328700008	9654757	
J	CROWNE, DP; MARLOWE, D								A NEW SCALE OF SOCIAL DESIRABILITY INDEPENDENT OF PSYCHOPATHOLOGY								JOURNAL OF CONSULTING PSYCHOLOGY				24	4			349	354		10.1037/h0047358				1960	1960																						WOS:A1960CBB2500012	13813058	
J	Davis, MH; Mitchell, KV; Hall, JA; Lothert, J; Snapp, T; Meyer, N								Empathy, expectations, and situational preferences: Personality influences on the decision to participate in volunteer helping behaviors								JOURNAL OF PERSONALITY				67	3			469	503		10.1111/1467-6494.00062				JUN 1999	1999																			0022-3506			WOS:000080484700004	10483118	
J	DAVIS, MH								MEASURING INDIVIDUAL-DIFFERENCES IN EMPATHY - EVIDENCE FOR A MULTIDIMENSIONAL APPROACH								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				44	1			113	126		10.1037/0022-3514.44.1.113				1983	1983																			0022-3514			WOS:A1983PY32000010		
J	Davis, MH; Hall, JA; Meyer, M								The first year: Influences on the satisfaction, involvement, and persistence of new community volunteers								PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN				29	2			248	260		10.1177/0146167202239050				FEB 2003	2003																			0146-1672			WOS:000180436700010	15272952	
J	OMOTO, AM; SNYDER, M								SUSTAINED HELPING WITHOUT OBLIGATION - MOTIVATION, LONGEVITY OF SERVICE, AND PERCEIVED ATTITUDE-CHANGE AMONG AIDS VOLUNTEERS								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				68	4			671	686		10.1037/0022-3514.68.4.671				APR 1995	1995																			0022-3514			WOS:A1995QR25200013	7738770	
J	Penner, LA; Finkelstein, MA								Dispositional and structural determinants of volunteerism								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				74	2			525	537		10.1037/0022-3514.74.2.525				FEB 1998	1998																			0022-3514			WOS:000072070700018		
J	SMITH, DH								DETERMINANTS OF VOLUNTARY ASSOCIATION PARTICIPATION AND VOLUNTEERING - A LITERATURE-REVIEW								NONPROFIT AND VOLUNTARY SECTOR QUARTERLY				23	3			243	263		10.1177/089976409402300305				FAL 1994	1994																			0899-7640	1552-7395		WOS:A1994QA02800005		
J	SNYDER, M								THE INFLUENCE OF INDIVIDUALS ON SITUATIONS - IMPLICATIONS FOR UNDERSTANDING THE LINKS BETWEEN PERSONALITY AND SOCIAL-BEHAVIOR								JOURNAL OF PERSONALITY				51	3			497	516		10.1111/j.1467-6494.1983.tb00342.x				1983	1983																			0022-3506			WOS:A1983RP50300010	28497608	
J	Thoits, PA; Hewitt, LN								Volunteer work and well-being								JOURNAL OF HEALTH AND SOCIAL BEHAVIOR				42	2			115	131		10.2307/3090173				JUN 2001	2001																			0022-1465			WOS:000174757700001	11467248	
J	Unger, LS; Thumuluri, LK								Trait empathy and continuous helping: The case of voluntarism								JOURNAL OF SOCIAL BEHAVIOR AND PERSONALITY				12	3			785	800						SEP 1997	1997																			0886-1641			WOS:A1997YC14700013		
