PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	ADELMANN, PK; ZAJONC, RB								FACIAL EFFERENCE AND THE EXPERIENCE OF EMOTION								ANNUAL REVIEW OF PSYCHOLOGY				40				249	280		10.1146/annurev.ps.40.020189.001341				1989	1989																			0066-4308			WOS:A1989T061300010	2648977	
J	ADERMAN, D; BREHM, SS; KATZ, LB								EMPATHIC OBSERVATION OF AN INNOCENT VICTIM - JUST WORLD REVISITED								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				29	3			342	347		10.1037/h0036001				1974	1974																			0022-3514			WOS:A1974S430000008	4814123	
J	Agnew, CR; Van Lange, PAM; Rusbult, CE; Langston, CA					Van Lange, Paul/0000-0001-7774-6984			Cognitive interdependence: Commitment and the mental representation of close relationships								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				74	4			939	954		10.1037/0022-3514.74.4.939				APR 1998	1998						7th International Conference on Personal Relationships7th International Conference on Personal Relationships	JUL 04-08, 1994JUL 04-08, 1994		GRONINGEN, NETHERLANDSGRONINGEN, NETHERLANDS										0022-3514			WOS:000073136200008		
J	Batson, CD; Early, S; Salvarani, G								Perspective taking: Imagining how another feels versus imagining how you would feel								PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN				23	7			751	758		10.1177/0146167297237008				JUL 1997	1997																			0146-1672	1552-7433		WOS:A1997YD99700008		
J	BETANCOURT, H								AN ATTRIBUTION-EMPATHY MODEL OF HELPING-BEHAVIOR - BEHAVIORAL INTENTIONS AND JUDGMENTS OF HELP-GIVING								PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN				16	3			573	591		10.1177/0146167290163015				SEP 1990	1990																			0146-1672	1552-7433		WOS:A1990DW32800015		
J	BREHM, SS; FLETCHER, BL; WEST, V								EFFECTS OF EMPATHY INSTRUCTIONS ON 1ST-GRADERS LIKING OF OTHER PEOPLE								CHILD STUDY JOURNAL				11	1			1	15						1981	1981																			0009-4005			WOS:A1981MB93500001		
J	BREHM, SS; ADERMAN, D								RELATIONSHIP BETWEEN EMPATHY AND ACTOR VERSUS OBSERVER HYPOTHESIS								JOURNAL OF RESEARCH IN PERSONALITY				11	3			340	346		10.1016/0092-6566(77)90042-3				1977	1977																			0092-6566			WOS:A1977DV18600007		
J	Brewer, MB; Gardner, W								Who is this ''we''? Levels of collective identity and self representations								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				71	1			83	93		10.1037/0022-3514.71.1.83				JUL 1996	1996																			0022-3514	1939-1315		WOS:A1996UW79400006		
J	Cacioppo, JT; vonHippel, W; Ernst, JM				Von Hippel, Bill/L-4729-2019	VON HIPPEL, William/0000-0001-9900-0868			Mapping cognitive structures and processes through verbal content: The thought-listing technique								JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY				65	6			928	940		10.1037/0022-006X.65.6.928				DEC 1997	1997																			0022-006X			WOS:A1997YJ46300003	9420354	
J	CARNEVALE, PJD; PRUITT, DG; SEILHEIMER, SD								LOOKING AND COMPETING - ACCOUNTABILITY AND VISUAL ACCESS IN INTEGRATIVE BARGAINING								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				40	1			111	120		10.1037/0022-3514.40.1.111				1981	1981																			0022-3514			WOS:A1981LE02600011		
J	Chartrand, TL; Bargh, JA				Galantucci, Bruno/E-5770-2010				The Chameleon effect: The perception-behavior link and social interaction								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				76	6			893	910		10.1037/0022-3514.76.6.893				JUN 1999	1999																			0022-3514	1939-1315		WOS:000081061600002	10402679	
J	Cialdini, RB; Brown, SL; Lewis, BP; Luce, C; Neuberg, SL								Reinterpreting the empathy-altruism relationship: When one into one equals oneness								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				73	3			481	494		10.1037/0022-3514.73.3.481				SEP 1997	1997																			0022-3514	1939-1315		WOS:A1997XU35200005	9294898	
J	COKE, JS; BATSON, CD; MCDAVIS, K								EMPATHIC MEDIATION OF HELPING - 2-STAGE MODEL								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				36	7			752	766		10.1037/0022-3514.36.7.752				1978	1978																			0022-3514			WOS:A1978FK38700009		
J	Davis, MH; Conklin, L; Smith, A; Luce, C								Effect of perspective taking on the cognitive representation of persons: A merging of self and other								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				70	4			713	726		10.1037/0022-3514.70.4.713				APR 1996	1996																			0022-3514			WOS:A1996UE80100005	8636894	
J	Decety, J; Grezes, J				Galantucci, Bruno/E-5770-2010; Grezes, julie/I-3012-2019; Grezes, Julie/E-5060-2016	Grezes, julie/0000-0002-5066-9154; 			Neural mechanisms subserving the perception of human actions								TRENDS IN COGNITIVE SCIENCES				3	5			172	178		10.1016/S1364-6613(99)01312-1				MAY 1999	1999																			1364-6613	1879-307X		WOS:000080102000004	10322473	
J	Galinsky, AD; Moskowitz, GB				MASCARENHAS, PEDRO H/G-5824-2010				Perspective-taking: Decreasing stereotype expression, stereotype accessibility, and in-group favoritism								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				78	4			708	724		10.1037//0022-3514.78.4.708				APR 2000	2000																			0022-3514			WOS:000087485500008	10794375	
J	Gallese, V								The roots of empathy: The shared manifold hypothesis and the neural basis of intersubjectivity								PSYCHOPATHOLOGY				36	4			171	180		10.1159/000072786				JUL-AUG 2003	2003																			0254-4962	1423-033X		WOS:000185563200001	14504450	
J	Karniol, R; Shomroni, D								What being empathic means: applying the transformation rule approach to individual differences in predicting the thoughts and feelings of prototypic and nonprototypic others								EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY				29	2-3			147	160		10.1002/(SICI)1099-0992(199903/05)29:2/3<147::AID-EJSP918>3.0.CO;2-J				MAR-MAY 1999	1999																			0046-2772			WOS:000078693400002		
J	KARNIOL, R								WHAT WILL THEY THINK OF NEXT - TRANSFORMATION RULES USED TO PREDICT OTHER PEOPLES THOUGHTS AND FEELINGS								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				51	5			932	944		10.1037/0022-3514.51.5.932				NOV 1986	1986																			0022-3514			WOS:A1986E738800004		
J	LANZETTA, JT; ENGLIS, BG								EXPECTATIONS OF COOPERATION AND COMPETITION AND THEIR EFFECTS ON OBSERVERS VICARIOUS EMOTIONAL RESPONSES								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				56	4			543	554		10.1037/0022-3514.56.4.543				APR 1989	1989																			0022-3514			WOS:A1989T977800005		
J	LERNER, MJ; SIMMONS, CH								OBSERVERS REACTION TO INNOCENT VICTIM - COMPASSION OR REJECTION								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				4	2			203	&		10.1037/h0023562				1966	1966																			0022-3514			WOS:A19668144200011	5969146	
J	Nickerson, RS								How we know - and sometimes misjudge - What others know: Imputing one's own knowledge to others								PSYCHOLOGICAL BULLETIN				125	6			737	759		10.1037/0033-2909.125.6.737				NOV 1999	1999																			0033-2909	1939-1455		WOS:000083849500006		
J	PETTY, RE; CACIOPPO, JT				Petty, Richard E/A-5977-2008	Petty, Richard E/0000-0002-2870-8575			FOREWARNING, COGNITIVE RESPONDING, AND RESISTANCE TO PERSUASION								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				35	9			645	655		10.1037/0022-3514.35.9.645				1977	1977																			0022-3514			WOS:A1977DW93400004		
