PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Batson, CD; Chang, J; Orr, R; Rowland, J								Empathy, attitudes, and action: Can feeling for a member of a stigmatized group motivate one to help the group?								PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN				28	12			1656	1666		10.1177/014616702237647				DEC 2002	2002																			0146-1672			WOS:000179255300004		
J	Bradbury, TN; Karney, BR				Karney, Benjamin/AAG-1632-2019	Karney, Benjamin/0000-0002-9063-6162			Understanding and altering the longitudinal course of marriage								JOURNAL OF MARRIAGE AND FAMILY				66	4			862	879		10.1111/j.0022-2445.2004.00059.x				NOV 2004	2004						65th Annual Meeting of the National-Council-on-Family-Relations65th Annual Meeting of the National-Council-on-Family-Relations	NOV 19-22, 2003NOV 19-22, 2003	Natl Council Family RelatNatl Council Family Relat	Vancouver, CANADAVancouver, CANADA										0022-2445	1741-3737		WOS:000224493200003		
J	Bradbury, TN; Fincham, FD; Beach, SRH				Fincham, Frank/A-2357-2008	Fincham, Frank/0000-0001-5081-2283			Research on the nature and determinants of marital satisfaction: A decade in review								JOURNAL OF MARRIAGE AND FAMILY				62	4			964	980		10.1111/j.1741-3737.2000.00964.x				NOV 2000	2000																			0022-2445	1741-3737		WOS:000165273300007		
J	Campbell, L; Kashy, DA				Kashy, Deborah A/G-6442-2010				Estimating actor, partner, and interaction effects for dyadic data using PROC MIXED and HLM: A user-friendly guide								PERSONAL RELATIONSHIPS				9	3			327	342		10.1111/1475-6811.00023				SEP 2002	2002																			1350-4126			WOS:000177414000008		
J	Cohen, S					Cohen, Sheldon/0000-0003-2248-4600			Social relationships and health								AMERICAN PSYCHOLOGIST				59	8			676	684		10.1037/0003-066X.59.8.676				NOV 2004	2004																			0003-066X	1935-990X		WOS:000225018300002	15554821	
J	Cramer, D								Emotional support, conflict, depression, and relationship satisfaction in a romantic partner								JOURNAL OF PSYCHOLOGY				138	6			532	542		10.3200/JRLP.138.6.532-542				NOV 2004	2004																			0022-3980	1940-1019		WOS:000225555700005	15612609	
J	DAVIS, MH; OATHOUT, HA								MAINTENANCE OF SATISFACTION IN ROMANTIC RELATIONSHIPS - EMPATHY AND RELATIONAL COMPETENCE								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				53	2			397	410		10.1037/0022-3514.53.2.397				AUG 1987	1987																			0022-3514			WOS:A1987J614200020		
J	DAVIS, MH								MEASURING INDIVIDUAL-DIFFERENCES IN EMPATHY - EVIDENCE FOR A MULTIDIMENSIONAL APPROACH								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				44	1			113	126		10.1037/0022-3514.44.1.113				1983	1983																			0022-3514			WOS:A1983PY32000010		
J	DAVIS, MH; OATHOUT, HA								THE EFFECT OF DISPOSITIONAL EMPATHY ON ROMANTIC RELATIONSHIP BEHAVIORS - HETEROSOCIAL ANXIETY AS A MODERATING INFLUENCE								PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN				18	1			76	83		10.1177/0146167292181011				FEB 1992	1992																			0146-1672			WOS:A1992HC29000011		
J	De Corte, Kim; Buysse, Ann; Verhofstadt, Lesley L.; Roeyers, Herbert; Ponnet, Koen; Davis, Mark H.				Ponnet, Koen/K-9389-2017; Ponnet, Koen/AAE-4589-2019; Roeyers, Herbert/A-5557-2018	Ponnet, Koen/0000-0002-6911-7632; Ponnet, Koen/0000-0002-6911-7632; Roeyers, Herbert/0000-0002-4895-583X			MEASURING EMPATHIC TENDENCIES: RELIABILITY AND VALIDITY OF THE DUTCH VERSION OF THE INTERPERSONAL REACTIVITY INDEX								PSYCHOLOGICA BELGICA				47	4			235	260		10.5334/pb-47-4-235				2007	2007																			0033-2879			WOS:000260478800002		
J	DUNKELSCHETTER, C; SKOKAN, LA								DETERMINANTS OF SOCIAL SUPPORT PROVISION IN PERSONAL RELATIONSHIPS								JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS				7	4			437	450		10.1177/0265407590074002				NOV 1990	1990																			0265-4075			WOS:A1990EG83200002		
J	HOGAN, R								DEVELOPMENT OF AN EMPATHY SCALE								JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY				33	3			307	&		10.1037/h0027580				1969	1969																			0022-006X			WOS:A1969D534900013	4389335	
